"wikidata_code","birth","death","updated_death_date","approx_birth","approx_death","birth_min","birth_max","death_min","death_max","gender","level1_main_occ","name","un_subregion","birth_estimation","death_estimation","bigperiod_birth_graph_b","bigperiod_death_graph_b","curid","level2_main_occ","freq_main_occ","freq_second_occ","level2_second_occ","level3_main_occ","bigperiod_birth","bigperiod_death","wiki_readers_2015_2018","non_missing_score","total_count_words_b","number_wiki_editions","total_noccur_links_b","sum_visib_ln_5criteria","ranking_visib_5criteria","all_geography_groups","string_citizenship_raw_d","citizenship_1_b","citizenship_2_b","list_areas_of_rattach","area1_of_rattachment","area2_of_rattachment","list_wikipedia_editions","un_region","group_wikipedia_editions","bplo1","dplo1","bpla1","dpla1","pantheon_1","level3_all_occ","mid_point"
"Q2846653",962,1013,NA,"","",962,962,1013,1013,"Male","Discovery/Science","Ibn_Faradi","Southern Europe",962,1013,"2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",18656400,"Academia",0.66666669,0.33333334,"Administration/Law","historian","2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",17007,3,4572,6,15,22.888039,195337.5,"","","Spain","","P:_'Spain'_can't_verifyB1","Old_(before_year_1479_AD)_Spain","Missing","shwiki|eswiki|enwiki|cawiki|arwiki|urwiki","Europe","grA",-4.76666688919067,-4.76666688919067,37.8833351135254,37.8833351135254,0,"D:_historian_P:_historian_law_qadi_English_historiador_Spanish",987.5
"Q284994",-214,-129,NA,"","",-214,-214,-129,-129,"Male","Discovery/Science","Carneades","Southern Europe",-214,-129,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",1079171,"Academia",0.75,NA,"Missing","philosopher","1.Ancient History Before 500AD","1.Ancient History Before 500AD",269260,3,31213,34,23,29.585472,14936.5,"","","Greece","Libya","P:_'Greece'_'Libya'_can't_verifyB1B2","Old_(before_year_1830_AD)_Greece","Old_(before_year_1951_AD)_Libya","euwiki|plwiki|hewiki|frwiki|kowiki|bswiki|eswiki|itwiki|jawiki|elwiki|shwiki|arwiki|nlwiki|svwiki|ptwiki|iswiki|skwiki|ruwiki|enwiki|cawiki|fiwiki|ukwiki|lawiki|slwiki|bgwiki|hrwiki|glwiki|zhwiki|cswiki|dewiki|nowiki|tawiki|viwiki|huwiki","Europe","grA",21.8500003814697,23.7280559539795,32.8166656494141,37.9841651916504,1,"D:_philosopher_P:_academic_philosopher_justice_English_philosophe_académie_French_filosofo_Italian_philosoph_leiter_autor_German_filosof_filosofía_filósof_Spanish_filósof_crítico_físic_Portuguese_akademisk_föreståndare_filosof_Swedish",-171.5
"Q2861395",NA,NA,NA,"century","century",-200,-101,-100,-1,"Male","Discovery/Science","Aristodème_de_Nysa","Southern Europe",-150,-81.857521,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",1670000,"Academia",0.75,0.25,"Culture-core","historian","Missing","Missing",1932,3,5659,4,1,18.512144,853096,"","","Greece","","P:_'Greece'_can't_verifyB1","Greece","Missing","frwiki|dewiki|cawiki|eswiki","Europe","grB",28.1466674804688,NA,37.901668548584,NA,0,"D:_writer_historian_philosopher_P:_historien_French_gelehrte_erzieher_German_escritor_maestro_retórica_Spanish",-115.9287605
"Q2861408",NA,-86,NA,"","",NA,NA,-86,-86,"Male","Discovery/Science","Aristion","Southern Europe",-154,-86,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",2231137,"Academia",0.53333336,0.2,"Military","philosopher","Missing","1.Ancient History Before 500AD",21581,3,10102,10,3,22.984531,289656,"Old_regimes_in_/_of_Greece","'Classical_Athens'","Greece","","D:_'Classical_Athens'_matchB1_P:_'Greece'","Old_(before_year_1830_AD)_Greece","Missing","shwiki|itwiki|ptwiki|elwiki|cawiki|enwiki|eswiki|zhwiki|ruwiki|frwiki","Europe","grA",23.7280559539795,23.7280559539795,37.9841651916504,37.9841651916504,0,"D:_philosopher_diplomat_P:_philosopher_scholar_rebel_English_philosophe_French_filosofo_diplomatico_militare_Italian_filósof_fuerza_bajo_Spanish_filósof_Portuguese",-120
"Q28677219",NA,357,NA,"","",NA,NA,357,357,"Male","Discovery/Science","Dídimo_de_Antioquia","",295,357,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",5153523,"Academia",0.33333334,0.33333334,"Family","professor","Missing","1.Ancient History Before 500AD",87,2,1883,1,0,12.457477,2720255,"","","","","","Missing","Missing","ptwiki","","grB",NA,NA,NA,NA,0,"D:_P:_imperador_professor_filho_Portuguese",326
"Q2868804",NA,-30,NA,"","",NA,NA,-30,-30,"Male","Discovery/Science","Ateius_Praetextatus","Southern Europe",-98,-30,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",6210255,"Academia",0.83333331,0.16666667,"Culture-core","linguist","Missing","1.Ancient History Before 500AD",1631,2,6356,4,4,19.087904,583860,"","","Greece","","P:_'Greece'_can't_verifyB1","Old_(before_year_1830_AD)_Greece","Missing","frwiki|plwiki|cawiki|itwiki","Europe","grB",23.7280559539795,12.48277759552,37.9841651916504,41.8930549621582,0,"D:_linguist_P:_écrivain_enseignant_philologue_French_grammatico_Italian",-64
"Q287423",NA,NA,NA,"century","century",-200,-101,-200,-101,"Male","Discovery/Science","Epigenes_of_Byzantium","Southern Europe",-150,-81.857521,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",2528927,"Academia",0.46666667,0.26666668,"Other","mathematician","Missing","Missing",6023,3,6004,7,0,19.483793,929547,"","","Greece","","P:_'Greece'_can't_verifyB1","Greece","Missing","enwiki|huwiki|elwiki|frwiki|itwiki|eswiki|cawiki","Europe","grA",28.9847221374512,NA,41.0152778625488,NA,0,"D:_mathematician_astronomer_astrologer_writer_P:_astrologer_intellectual_astrologer_English_jésus_French_defensor_astro_intelectual_Spanish",-115.9287605
"Q287479",NA,957,NA,"century","",801,1000,957,957,"Male","Discovery/Science","Istakhri","Northern Europe",885.26599,957,"2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",7415674,"Academia",0.81818181,NA,"Missing","geographer","Missing","2.Post-Classical History 501-1500AD",95092,3,11661,23,17,26.895159,48377,"Farsi","'Farsi'","Finland","Iran","D:_'Farsi'_mismatchB1B2_P:_'Finland'_'Iran'","Old_(before_year_1918_AD)_Finland","Old_(before_year_1979_AD)_Iran","etwiki|fawiki|frwiki|trwiki|nowiki|cawiki|arwiki|svwiki|mznwiki|eswiki|azwiki|itwiki|hywiki|kkwiki|kywiki|sdwiki|ruwiki|uzwiki|enwiki|ukwiki|urwiki|dewiki|bawiki","Europe","grA",52.9094429016113,NA,29.9816665649414,NA,0,"D:_geographer_P:_author_geographer_English_géographe_French_geografo_Italian_geograph_lehrer_German_geógraf_Spanish_upptäck_geograf_Swedish",921.132995
"Q28761",NA,NA,NA,"century","century",1101,1200,1201,1300,"Male","Discovery/Science","Alfred_of_Sareshel","Western Europe",1151,1218.4834,"2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",190910,"Academia",0.45454547,0.27272728,"Culture-core","philosopher","Missing","Missing",6797,3,8406,8,13,22.697927,209862.5,"United_Kingdom_of_Great_Britain_and_Northern_Ireland","'Kingdom_of_England'","United_Kingdom","","D:_'Kingdom_of_England'_matchB1_P:_'England'","United_Kingdom","Missing","dewiki|cswiki|frwiki|enwiki|cawiki|itwiki|eswiki|huwiki","Europe","grA",NA,NA,NA,NA,0,"D:_writer_translator_philosopher_P:_auteur_French_filosofo_Italian_philosoph_German_filósof_traductor_Spanish",1184.7417
"Q288111",1100,1150,NA,"circa","circa",1100,1100,1150,1150,"Male","Discovery/Science","Jabir_ibn_Aflah","Southern Europe",1100,1150,"2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",10228966,"Academia",0.79166669,NA,"Missing","mathematician","2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",61890,3,16640,21,11,26.328753,66672,"Old_regimes_in_/_of_Spain,Spain","'Al-Andalus'_'Spain'","Spain","","D:_'Al-Andalus'_'Spain'_matchB1_P:_'Spain'","Old_(before_year_1479_AD)_Spain","Missing","frwiki|arwiki|cawiki|dewiki|enwiki|eswiki|itwiki|nlwiki|plwiki|ptwiki|ruwiki|slwiki|svwiki|fawiki|azwiki|rowiki|kuwiki|mswiki|trwiki|ckbwiki|jawiki","Europe","grA",-5.98333311080933,-5.98333311080933,37.3833351135254,37.3833351135254,0,"D:_mathematician_astronomer_astrologer_P:_astronomy_astronomer_mathematics_English_mathématicien_astronome_inventeur_French_matematico_astronomo_Italian_astronom_mathematiker_gelehrte_German_astrónomo_matemátic_inventor_Spanish_astrônom_matemátic_inventor_Portuguese_astronom_Swedish",1125
"Q288467",-300,NA,NA,"","century",-300,-300,-400,-301,"Female","Discovery/Science","Lastheneia_of_Mantinea","Southern Europe",-300,-231.28345,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",9678865,"Academia",0.75,NA,"Missing","philosopher","1.Ancient History Before 500AD","Missing",14045,3,9427,12,2,22.365307,388921,"","","Greece","","P:_'Greece'_can't_verifyB1","Old_(before_year_1830_AD)_Greece","Missing","ptwiki|dewiki|ruwiki|frwiki|enwiki|nowiki|fiwiki|svwiki|nlwiki|ukwiki|cawiki|eswiki","Europe","grA",22.3833332061768,NA,37.6166648864746,NA,0,"D:_philosopher_P:_philosophe_disciple_French_philosoph_German_filósof_academia_filosof_Spanish_filósof_política_programador_Portuguese_filosof_Swedish",-265.641725
"Q2900836",NA,NA,NA,"century","",1,100,NA,NA,"Male","Discovery/Science","Bianco_Colonna","",51.456646,112,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",5428310,"Academia",1,NA,"Missing","historian","Missing","Missing",1306,3,1550,1,0,15.217585,2404857,"","","","","","Missing","Missing","frwiki","","grB",NA,NA,NA,NA,0,"D:_P:_historien_French",81.728323
"Q29029522",NA,NA,NA,"century","",401,500,NA,NA,"Female","Discovery/Science","Theodora_of_Emesa","Southern Europe",450.64551,515,"1.Ancient History Before 500AD","2.Post-Classical History 501-1500AD",53569165,"Academia",0.71428573,NA,"Missing","philosopher","Missing","Missing",4128,3,3707,3,0,17.931059,1159342.5,"","","Greece","","P:_'Greece'_can't_verifyB1","Greece","Missing","enwiki|eswiki","Europe","grA",NA,NA,NA,NA,0,"D:_philosopher_P:_intellectual_philosophical_English_intelectual_grupo_discípul_Spanish",482.822755
"Q290471",50,100,NA,"","",50,50,100,100,"Male","Discovery/Science","Moderatus_of_Gades","Southern Europe",50,100,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",2109197,"Academia",0.8888889,NA,"Missing","philosopher","1.Ancient History Before 500AD","1.Ancient History Before 500AD",13549,3,9712,10,4,22.702917,273375,"Spain,Roman_Empire","'Spain'_'Ancient_Rome'","Spain","Roman_Empire","D:_'Spain'_'Ancient_Rome'_mismatchB2_P:_'Spain'_'Greece'","Old_(before_year_1479_AD)_Spain","Roman_Empire","enwiki|dewiki|frwiki|eswiki|ruwiki|itwiki|fiwiki|cawiki|astwiki|azwiki","Europe","grA",-6.2975001335144,NA,36.5349998474121,NA,0,"D:_philosopher_P:_philosopher_show_philosopher_English_philosophe_French_filosofo_Italian_philosoph_German_filósof_Spanish",75
"Q2911011",910,990,NA,"","",910,910,990,990,"Male","Discovery/Science","Sahl_ben_Matzliah","",910,990,"2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",11341528,"Academia",0.66666669,0.33333334,"Culture-core","philosopher","2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",6872,3,4727,3,1,19.376492,733236,"","","","","","Missing","Missing","frwiki|hewiki|enwiki","","grA",35.2255554199219,NA,31.7788887023926,NA,0,"D:_P:_philosopher_writer_philosopher_English",950
"Q2918077",1029,1070,NA,"","",1029,1029,1070,1070,"Male","Discovery/Science","Said_al-Andalusi","Southern Europe",1029,1070,"2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",13861753,"Academia",0.78571427,NA,"Missing","astronomer","2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",27632,3,13982,9,12,24.640007,104334,"Old_regimes_in_/_of_Spain,Spain","'Al-Andalus'_'Spain'","Spain","","D:_'Al-Andalus'_'Spain'_can't_verifyB1","Old_(before_year_1479_AD)_Spain","Missing","eswiki|arwiki|cawiki|frwiki|idwiki|fawiki|enwiki|mswiki|ptwiki","Europe","grA",-2.46749997138977,-4.03333330154419,36.8400001525879,39.8666648864746,0,"D:_astronomer_astrologer_historian_P:_qadi_English_historien_French_científic_historiador_filosofía_Spanish_historiador_filósof_ciência_Portuguese",1049.5
"Q291952",300,NA,NA,"","century",300,300,301,400,"Female","Discovery/Science","Sosipatra","Southern Europe",300,340.69153,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",15547416,"Academia",0.75,0.25,"Religious","philosopher","1.Ancient History Before 500AD","Missing",19757,3,12997,12,1,22.622112,501123,"Roman_Empire","'Ancient_Rome'","Roman_Empire","","D:_'Ancient_Rome'_mismatchB1_P:_'Greece'","Roman_Empire","Missing","ptwiki|dewiki|plwiki|enwiki|eswiki|cawiki|fiwiki|itwiki|euwiki|elwiki|zh_min_nanwiki|etwiki","Europe","grA",27.348611831665,NA,37.9397201538086,NA,0,"D:_philosopher_P:_philosopher_mystic_English_philosophe_French_filosofa_Italian_philosoph_German_filósof_místic_sofista_Spanish_filósof_místic_Portuguese",320.345765
"Q2955937",NA,NA,NA,"century","century",-400,-301,-300,-201,"Male","Discovery/Science","Chamaeleon_(philosopher)","Southern Europe",-350,-281.85751,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",15013539,"Academia",0.5,0.375,"Religious","philosopher","Missing","Missing",10493,3,3214,5,11,21.611094,302391.5,"","","Greece","","P:_'Greece'_can't_verifyB1","Greece","Missing","enwiki|fiwiki|elwiki|frwiki|cawiki","Europe","grA",31.4147224426269,NA,41.2847213745117,NA,0,"D:_philosopher_P:_philosopher_disciples_poet_English_philosophe_jésus_disciple_French",-315.928755
"Q296325",NA,NA,NA,"century","century",-500,-401,-400,-301,"Male","Discovery/Science","Ctesias","Southern Europe",-450,-381.85751,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",77466,"Academia",0.76190478,NA,"Missing","physician","Missing","Missing",173781,3,25058,38,25,29.11622,18985,"","","Greece","India","P:_'Greece'_'India'_can't_verifyB1B2","Greece","India","zhwiki|plwiki|hewiki|frwiki|eswiki|itwiki|glwiki|idwiki|dewiki|jawiki|mlwiki|elwiki|shwiki|nlwiki|svwiki|ptwiki|skwiki|ruwiki|enwiki|srwiki|rowiki|cawiki|fiwiki|ukwiki|bgwiki|fawiki|hrwiki|ltwiki|hywiki|cswiki|arwiki|slwiki|bewiki|nowiki|eowiki|uzwiki|kowiki|scowiki","Europe","grA",27.375,27.375,36.6858329772949,36.6858329772949,1,"D:_physician_historian_writer_P:_physician_historian_brother_English_médecin_historien_French_storico_tenente_Italian_arzt_schreiber_German_historiador_médic_Spanish_historiador_médic_Portuguese_läkare_historiker_Swedish",-415.928755
"Q297040",15,100,NA,"","",15,15,100,100,"Male","Discovery/Science","Apollonius_of_Tyana","Southern Europe",15,100,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",67161,"Academia",0.85714287,NA,"Missing","philosopher","1.Ancient History Before 500AD","1.Ancient History Before 500AD",764843,3,42325,38,23,31.042204,8316,"Roman_Empire","'Ancient_Rome'","Roman_Empire","","D:_'Ancient_Rome'_mismatchB1_P:_'Greece'","Roman_Empire","Missing","plwiki|frwiki|hewiki|eswiki|itwiki|elwiki|shwiki|svwiki|arwiki|nlwiki|ptwiki|eowiki|skwiki|ruwiki|hywiki|enwiki|rowiki|cawiki|fiwiki|lawiki|cswiki|bgwiki|kawiki|hrwiki|tlwiki|euwiki|dewiki|fawiki|etwiki|kowiki|nowiki|afwiki|idwiki|azwiki|ukwiki|zhwiki|mwlwiki|trwiki","Europe","grA",34.5704727172852,27.348611831665,37.8234443664551,37.9397201538086,1,"D:_philosopher_mathematician_P:_philosopher_English_philosophe_prédicateur_French_filosofo_Italian_philosoph_lehren_German_filósof_matemátic_mistic_Spanish_filosof_Swedish",57.5
"Q297402",-460,-380,NA,"","",-460,-460,-380,-380,"Male","Discovery/Science","Prodicus","Southern Europe",-460,-380,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",98377,"Academia",0.5625,0.25,"Administration/Law","philosopher","1.Ancient History Before 500AD","1.Ancient History Before 500AD",193875,3,21517,32,20,28.692665,22721,"","","Greece","","P:_'Greece'_can't_verifyB1","Old_(before_year_1830_AD)_Greece","Missing","plwiki|euwiki|frwiki|bswiki|eswiki|huwiki|itwiki|glwiki|etwiki|dewiki|idwiki|jawiki|elwiki|shwiki|nlwiki|svwiki|ptwiki|iswiki|skwiki|ruwiki|enwiki|trwiki|cawiki|fiwiki|ukwiki|cswiki|fawiki|hrwiki|rowiki|azwiki|arwiki|slwiki","Europe","grA",24.3400001525879,23.7280559539795,37.6124992370605,37.9841651916504,1,"D:_philosopher_diplomat_P:_philosopher_ambassador_writer_English_philosophe_French_filosofo_retore_ambasciatore_Italian_ ceo_geograf_filósof_Spanish_filósof_precursor_Portuguese",-420
"Q297420",-185,-110,NA,"circa","circa",-185,-185,-110,-110,"Male","Discovery/Science","Panaetius","Southern Europe",-185,-110,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",1588837,"Academia",0.72222221,NA,"Missing","philosopher","1.Ancient History Before 500AD","1.Ancient History Before 500AD",99953,3,22576,34,22,28.228025,28596.5,"","","Greece","","P:_'Greece'_can't_verifyB1","Old_(before_year_1830_AD)_Greece","Missing","kywiki|plwiki|euwiki|frwiki|eswiki|afwiki|itwiki|glwiki|dewiki|elwiki|shwiki|nlwiki|svwiki|ptwiki|iswiki|skwiki|ruwiki|enwiki|trwiki|cawiki|fiwiki|ukwiki|lawiki|slwiki|cswiki|bgwiki|hrwiki|idwiki|arwiki|eowiki|cvwiki|fawiki|azwiki|huwiki","Europe","grA",28,23.7280559539795,36.1666679382324,37.9841651916504,1,"D:_philosopher_writer_P:_philosopher_pupil_scholar_English_philosophe_physique_philosophie_French_filosofo_media_Italian_philosoph_German_filósof_maestro_Spanish_filósof_Portuguese_filosof_föreståndare_Swedish",-147.5
"Q297435",1050,1121,NA,"circa","",1050,1050,1121,1121,"Male","Discovery/Science","Roscellinus","Western Europe",1050,1121,"2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",771589,"Academia",0.8888889,NA,"Missing","philosopher","2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",82007,3,21005,31,15,27.505497,41190,"France","'France'","France","","D:_'France'_mismatchB2_P:_'France'_'Monaco'","France","Missing","zhwiki|kywiki|plwiki|frwiki|kowiki|eswiki|itwiki|dewiki|jawiki|shwiki|gawiki|svwiki|nlwiki|skwiki|ruwiki|enwiki|trwiki|nowiki|cawiki|fiwiki|ukwiki|lawiki|slwiki|cswiki|hrwiki|dawiki|ptwiki|arwiki|kkwiki|euwiki|huwiki","Europe","grA",2.8222222328186,6.02138900756836,49.4141654968262,47.2422218322754,1,"D:_philosopher_theologian_P:_philosopher_theologian_English_philosophe_French_ monaco_filosofo_Italian_ lehrer_philosoph_theologe_German_maestro_defensor_Spanish_filósof_teólog_Portuguese_teolog_filosof_Swedish",1085.5
"Q297776",40,90,NA,"circa","circa",40,40,90,90,"Male","Discovery/Science","Pedanius_Dioscorides","Southern Europe",40,90,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",192515,"Academia",0.76666665,NA,"Missing","physician","1.Ancient History Before 500AD","1.Ancient History Before 500AD",460604,3,36709,43,32,30.831804,8085,"Cilicia","'Cilicia'","Greece","","D:_'Cilicia'_mismatchB1_P:_'Greece'","Old_(before_year_1830_AD)_Greece","Missing","enwiki|dewiki|frwiki|eswiki|ruwiki|itwiki|jawiki|nlwiki|plwiki|ptwiki|zhwiki|svwiki|fawiki|hewiki|trwiki|huwiki|fiwiki|arwiki|nowiki|ukwiki|cawiki|cswiki|srwiki|rowiki|idwiki|bgwiki|astwiki|brwiki|elwiki|eowiki|euwiki|glwiki|hywiki|kuwiki|lawiki|mkwiki|mlwiki|mwlwiki|ocwiki|sawiki|shwiki|thwiki|hrwiki","Europe","grA",35.9000015258789,NA,37.2560005187988,NA,1,"D:_physician_botanist_pharmacist_pharmacologist_writer_P:_physician_pharmacologist_botanist_English_botanique_médecin_médical_French_botanico_farmacista_imperatore_Italian_arzt_militär_pharmakologe_German_ menor_médic_farmacólog_Spanish_autor_medic_Portuguese_naturforskare_forskare_botanik_Swedish",65
"Q2987645",989,1050,NA,"","",989,989,1050,1050,"Male","Discovery/Science","Ibn_Muʿādh_al-Jayyānī","Southern Europe",989,1050,"2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",6328738,"Academia",0.78947371,0.15789473,"Administration/Law","mathematician","2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",26266,3,11500,11,6,23.95719,171508,"","","Spain","","P:_'Spain'_can't_verifyB1","Old_(before_year_1479_AD)_Spain","Missing","ptwiki|eswiki|enwiki|cawiki|nlwiki|arwiki|frwiki|itwiki|mswiki|ruwiki|srwiki","Europe","grA",-3.78888893127441,-3.78888893127441,37.7697219848633,37.7697219848633,0,"D:_mathematician_qadi_P:_mathematician_scholar_qadi_English_mathématicien_califat_astronomie_French_matematico_astronomo_scienziato_Italian_matemátic_estudios_astro_Spanish_matemátic_estudos_astronom_Portuguese",1019.5
"Q298860",NA,NA,NA,"century","century",-600,-501,-500,-401,"Male","Discovery/Science","Hippasus","Southern Europe",-550,-481.85751,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",920575,"Academia",0.65217394,0.2173913,"Culture-core","mathematician","Missing","Missing",325138,3,22855,33,7,28.334787,70978,"","","Greece","","P:_'Greece'_can't_verifyB1","Greece","Missing","zhwiki|plwiki|euwiki|frwiki|kowiki|bswiki|hewiki|idwiki|dewiki|bnwiki|jawiki|elwiki|scnwiki|nlwiki|svwiki|ptwiki|iswiki|skwiki|extwiki|ruwiki|enwiki|rowiki|cawiki|fiwiki|ukwiki|slwiki|fawiki|thwiki|cswiki|eswiki|azwiki|arwiki|itwiki","Europe","grA",16.816764831543,17.1166667938232,40.4160766601562,39.0833320617676,1,"D:_mathematician_philosopher_music_P:_philosopher_discover_writer_English_philosophe_mathématicien_jésus_French_filosofo_matematico_Italian_mathematiker_musik_theoretiker_German_matemátic_musica_teóric_Spanish_filósof_Portuguese_filosof_lärjungar_Swedish",-515.928755
"Q2994436",NA,NA,NA,"century","century",301,400,401,500,"Male","Discovery/Science","Consentius","",351,412.77121,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",1533438,"Academia",0.5,0.33333334,"Culture-core","linguist","Missing","Missing",5606,3,4123,4,11,21.051229,341777,"","","","","","Missing","Missing","frwiki|enwiki|plwiki|cawiki","","grA",-4.34999990463257,-4.34999990463257,40.2099990844727,40.2099990844727,0,"D:_linguist_P:_grammarian_author_published_English_auteur_French",381.885605
"Q3012616",NA,NA,NA,"century","century",-500,-401,-500,-401,"Male","Discovery/Science","Damastès_de_Sigée","Southern Europe",-450,-381.85751,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",6129226,"Academia",0.66666669,NA,"Missing","historian","Missing","Missing",4609,3,7238,5,5,20.907391,388088,"","","Greece","","P:_'Greece'_can't_verifyB1","Greece","Missing","frwiki|dewiki|cawiki|eswiki|itwiki","Europe","grB",26.1805553436279,NA,39.9900016784668,NA,0,"D:_historian_P:_historien_French_storico_geografo_Italian_schreiber_German_grafolog_discípul_autor_Spanish",-415.928755
"Q3014885",1140,1210,NA,"circa","circa",1140,1140,1210,1210,"Male","Discovery/Science","Daniel_of_Morley","Western Europe",1140,1210,"2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",8368642,"Academia",1,NA,"Missing","philosopher","2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",9521,3,14656,7,5,22.625549,264336,"United_Kingdom_of_Great_Britain_and_Northern_Ireland","'Kingdom_of_England'","United_Kingdom","","D:_'Kingdom_of_England'_matchB1_P:_'England'","United_Kingdom","Missing","frwiki|cawiki|enwiki|eswiki|ptwiki|huwiki|dewiki","Europe","grA",1,1.05999994277954,52.6666679382324,52.556999206543,0,"D:_philosopher_P:_philosopher_astronomer_philosopher_English_philosophe_astronomie_philosophie_French_philosoph_German_astrónomo_Spanish_filósof_naturalista_Portuguese",1175
"Q3015126",260,NA,NA,"","",260,260,NA,NA,"Female","Discovery/Science","Danièle_Dehouve","Western Europe",260,314,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",3707200,"Academia",1,NA,"Missing","anthropologue","1.Ancient History Before 500AD","Missing",1354,3,2637,1,1,16.477839,1625472.5,"France","'France'","France","","D:_'France'_matchB1_P:_'France'","Old_(before_year_509_AD)_France","Missing","frwiki","Europe","grB",3.90833330154419,NA,47.4900016784668,NA,0,"D:_P:_anthropologue_historien_scientifique_French",287
"Q301785",-4,NA,NA,"","century",-4,-4,-300,-201,"Male","Discovery/Science","Diocles_of_Peparethus","Southern Europe",-4,64.142479,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",26054090,"Academia",0.46153846,0.38461539,"Culture-core","historian","1.Ancient History Before 500AD","Missing",9039,3,6961,9,5,22.052313,294868,"","","Greece","","P:_'Greece'_can't_verifyB1","Old_(before_year_1830_AD)_Greece","Missing","huwiki|cawiki|dewiki|enwiki|itwiki|eswiki|shwiki|ukwiki|ruwiki","Europe","grA",23.7000007629394,NA,39.1166687011719,NA,0,"D:_historian_author_writer_P:_historian_author_historian_English_storico_Italian_schreiber_German_historiador_viajero_Spanish",30.0712395
"Q3020109",1008,1056,NA,"","",1008,1008,1056,1056,"Male","Discovery/Science","Anselm_of_Liège","Western Europe",1008,1056,"2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",5603275,"Academia",0.40000001,0.40000001,"Culture-periphery","historian","2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",4565,3,4052,4,5,20.13546,459395.5,"","","Belgium","","P:_'Belgium'_can't_verifyB1","Old_(before_year_1830_AD)_Belgium","Missing","frwiki|enwiki|nlwiki|cawiki","Europe","grA",6.95777797698975,5.57055568695068,50.9422225952148,50.639720916748,0,"D:_historian_chronicler_hagiographer_P:_chronicler_bishop_English_chroniqueur_épiscopal_French",1032
"Q30243814",979,1035,NA,"circa","",979,979,1035,1035,"Male","Discovery/Science","Ibn_al-Samh","Southern Europe",979,1035,"2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",54285532,"Academia",0.8888889,NA,"Missing","mathematician","2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",3634,3,6492,5,2,19.868042,578099,"Old_regimes_in_/_of_Spain","'Al-Andalus'","Spain","","D:_'Al-Andalus'_can't_verifyB1","Old_(before_year_1479_AD)_Spain","Missing","enwiki|eswiki|urwiki|arwiki|fawiki","Europe","grA",-4.76666688919067,-3.60083341598511,37.8833351135254,37.1780548095703,0,"D:_mathematician_astronomer_P:_mathematician_astronomer_political_English_matemátic_astrónomo_Spanish",1007
