"wikidata_code","birth","death","updated_death_date","approx_birth","approx_death","birth_min","birth_max","death_min","death_max","gender","level1_main_occ","name","un_subregion","birth_estimation","death_estimation","bigperiod_birth_graph_b","bigperiod_death_graph_b","curid","level2_main_occ","freq_main_occ","freq_second_occ","level2_second_occ","level3_main_occ","bigperiod_birth","bigperiod_death","wiki_readers_2015_2018","non_missing_score","total_count_words_b","number_wiki_editions","total_noccur_links_b","sum_visib_ln_5criteria","ranking_visib_5criteria","all_geography_groups","string_citizenship_raw_d","citizenship_1_b","citizenship_2_b","list_areas_of_rattach","area1_of_rattachment","area2_of_rattachment","list_wikipedia_editions","un_region","group_wikipedia_editions","bplo1","dplo1","bpla1","dpla1","pantheon_1","level3_all_occ","mid_point"
"Q1077699",-400,-347,NA,"","circa",-400,-400,-347,-347,"Male","Discovery/Science","Philistion_of_Locri","Southern Europe",-400,-347,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",20597486,"Academia",0.875,NA,"Missing","physician","1.Ancient History Before 500AD","1.Ancient History Before 500AD",9019,3,7409,12,9,22.885653,209815,"","","Greece","","P:_'Greece'_can't_verifyB1","Old_(before_year_1830_AD)_Greece","Missing","dewiki|plwiki|frwiki|ruwiki|enwiki|cawiki|huwiki|ukwiki|itwiki|zhwiki|fawiki|arwiki","Europe","grA",16.2367706298828,NA,38.2077903747559,NA,0,"D:_physician_P:_physician_writer_medicine_English_médecin_French_medico_Italian_philosoph_German",-373.5
"Q1087443",NA,NA,NA,"century","century",-200,-101,-100,-1,"Male","Discovery/Science","Andronicus_of_Cyrrhus","Southern Europe",-150,-81.857521,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",1763,"Academia",0.53846157,0.30769232,"Culture-periphery","astronomer","Missing","Missing",25420,3,8498,14,3,23.285498,281101,"","","Greece","Macedonia","P:_'Greece'_'Macedonia'_can't_verifyB1B2","Greece","Macedonia","enwiki|eswiki|ruwiki|svwiki|huwiki|arwiki|cawiki|mswiki|shwiki|slwiki|dewiki|elwiki|ptwiki|plwiki","Europe","grA",NA,NA,NA,NA,0,"D:_astronomer_architect_P:_astronomer_English_astronom_architekt_German_astrónomo_Spanish_editor_autor_astronom_Portuguese_astronom_arkitekt_Swedish",-115.9287605
"Q109244",1050,NA,NA,"circa","",1050,1050,NA,NA,"Male","Discovery/Science","Adam_of_Bremen","Western Europe",1050,1119,"2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",2552,"Academia",0.44444445,0.22222222,"Religious","theologian","2.Post-Classical History 501-1500AD","Missing",245429,3,20141,41,25,29.317108,17860,"Germany","'Germany'","Germany","","D:_'Germany'_matchB1_P:_'Germany'","Old_(before_year_1990_AD)_Germany","Missing","plwiki|euwiki|frwiki|eswiki|huwiki|lvwiki|itwiki|etwiki|dewiki|jawiki|shwiki|svwiki|nlwiki|arwiki|eowiki|skwiki|ruwiki|enwiki|fywiki|nowiki|cawiki|fiwiki|ukwiki|lawiki|nnwiki|cswiki|hrwiki|ndswiki|ltwiki|dawiki|bewiki|zhwiki|fawiki|kawiki|bgwiki|srwiki|hewiki|ptwiki|kowiki|elwiki|mkwiki","Europe","grA",13.477499961853,NA,51.1636123657227,NA,1,"D:_theologian_historian_writer_geographer_P:_chronicler_bishop_church_English_chroniqueur_géographe_duché_French_storico_teologo_Italian_kleriker_kirche_German_ cronista_geógraf_historiador_Spanish_ cronista_bispo_igreja_Portuguese_ författare_författare_historiker_Swedish",1084.5
"Q10948911",889,994,NA,"","",889,889,994,994,"Male","Discovery/Science","Abu_Isa_al-Warraq","",889,994,"2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",13673479,"Academia",0.45454547,0.27272728,"Culture-periphery","scholar","2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",46865,3,5059,9,1,22.279966,531201,"","","","","","Missing","Missing","cawiki|arwiki|eswiki|enwiki|fawiki|mlwiki|ruwiki|frwiki|elwiki","","grA",44.4166679382324,44.4166679382324,33.3499984741211,33.3499984741211,0,"D:_ulama_P:_scholar_critic_scholar_English_érudit_critique_mentor_French_estudios_crítico_maestro_Spanish",941.5
"Q11075",903,986,NA,"","",903,903,986,986,"Male","Discovery/Science","Abd_al-Rahman_al-Sufi","Southern Europe",903,986,"2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",262757,"Academia",0.64999998,0.15000001,"Worker/Business (small)","astronomer","2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",524677,3,19673,44,19,29.859993,16937,"Buyid_dynasty","'Buyid_dynasty'","Greece","","D:_'Buyid_dynasty'_mismatchB1_P:_'Greece'","Old_(before_year_1830_AD)_Greece","Missing","nowiki|afwiki|arwiki|cawiki|cswiki|dewiki|enwiki|eswiki|etwiki|hiwiki|itwiki|mswiki|nlwiki|plwiki|rowiki|shwiki|simplewiki|skwiki|slwiki|svwiki|trwiki|urwiki|zhwiki|jvwiki|pnbwiki|lbwiki|viwiki|kowiki|jawiki|ruwiki|fawiki|mlwiki|tawiki|frwiki|azwiki|hrwiki|sqwiki|nnwiki|kuwiki|ptwiki|srwiki|ukwiki|euwiki|tgwiki","Europe","grA",51.4488906860352,52.5424995422363,35.5930557250977,29.6100006103516,1,"D:_astronomer_translator_mathematician_astrologer_P:_astronomer_published_astronomer_English_astronome_horloger_French_astronomo_Italian_astronom_German_astrónomo_Spanish_astrônom_estrela_astronom_Portuguese_astronom_Swedish",944.5
"Q1113270",NA,NA,NA,"century","",-200,-101,NA,NA,"Male","Discovery/Science","Archedemus_of_Tarsus","Southern Europe",-150.14249,-82,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",13645347,"Academia",1,NA,"Missing","philosopher","Missing","Missing",6974,3,3042,6,1,19.510174,731320,"","","Greece","","P:_'Greece'_can't_verifyB1","Greece","Missing","itwiki|enwiki|ruwiki|shwiki|ukwiki|elwiki","Europe","grA",34.9000015258789,NA,36.9166679382324,NA,0,"D:_philosopher_P:_philosopher_English_filosofo_Italian",-116.071245
"Q11133",1029,1087,NA,"circa","",1029,1029,1087,1087,"Male","Discovery/Science","Abū_Ishāq_Ibrāhīm_al-Zarqālī","Southern Europe",1029,1087,"2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",414271,"Academia",0.60000002,0.15000001,"Other","astronomer","2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",105552,3,19255,22,11,27.052977,53682.5,"Old_regimes_in_/_of_Spain","'Al-Andalus'","Spain","","D:_'Al-Andalus'_matchB1_P:_'Spain'","Old_(before_year_1479_AD)_Spain","Missing","enwiki|dewiki|frwiki|eswiki|ruwiki|itwiki|jawiki|trwiki|arwiki|nowiki|cawiki|rowiki|kuwiki|lbwiki|mswiki|slwiki|ptwiki|fawiki|euwiki|urwiki|idwiki|sqwiki","Europe","grA",-4.03333330154419,-4.76666688919067,39.8666648864746,37.8833351135254,0,"D:_astronomer_mathematician_astrologer_P:_instrument maker_astrologer_astronomer_English_astronome_French_astronomo_Italian_führen_mathematiker_astronom_German_ ala_astro_astrónomo_Spanish_fabricante_astronom_trono_Portuguese",1058
"Q1121669",370,390,NA,"century","",370,370,390,390,"Male","Discovery/Science","Ticonius","Southern Europe",370,390,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",4375727,"Academia",0.60000002,0.2,"Religious","theologian","1.Ancient History Before 500AD","1.Ancient History Before 500AD",17733,3,12100,12,15,24.52199,109327,"Roman_Empire","'Ancient_Rome'","Roman_Empire","","D:_'Ancient_Rome'_mismatchB1_P:_'Armenia'","Roman_Empire","Missing","enwiki|dewiki|frwiki|eswiki|ruwiki|itwiki|plwiki|ptwiki|cawiki|astwiki|hrwiki|shwiki","Europe","grA",NA,NA,NA,NA,0,"D:_theologian_P:_ writer_English_théologien_French_teologo_scienza_Italian_bischof_kirche_German_teólog_Spanish_ escritor_Portuguese",380
"Q1124112",NA,258,NA,"","",NA,NA,258,258,"Female","Discovery/Science","Concordia_(Heilige)","Southern Europe",208,258,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",4594664,"Academia",1,NA,"Missing","nurse","Missing","1.Ancient History Before 500AD",2267,3,1898,2,0,16.375671,1626860,"","","Italy","","P:_'Italy'_can't_verifyB1","Old_(before_year_1861_AD)_Italy","Missing","dewiki|svwiki","Europe","grB",NA,NA,NA,NA,0,"D:_nurse_P:",233
"Q1129405",NA,NA,NA,"","century",NA,NA,101,200,"Male","Discovery/Science","Lesbonax","Southern Europe",84,150.73683,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",2902303,"Academia",0.40000001,0.2,"Other","philosopher","Missing","Missing",3039,2,4611,7,12,20.813725,361175,"","","Greece","","P:_'Greece'_can't_verifyB1","Greece","Missing","elwiki|cawiki|enwiki|plwiki|huwiki|eswiki|itwiki","Europe","grA",26.5536003112793,NA,39.1046981811523,NA,0,"D:_philosopher_orator_P:_author_political_son_English_retore_Italian_filósof_orador_Spanish",117.368415
"Q1131105",-400,NA,NA,"","",-400,-400,NA,NA,"Male","Discovery/Science","Acesander","Southern Europe",-400,-332,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",13409526,"Academia",1,NA,"Missing","historian","1.Ancient History Before 500AD","Missing",2394,3,4356,5,5,19.745449,514216,"","","Greece","","P:_'Greece'_can't_verifyB1","Old_(before_year_1830_AD)_Greece","Missing","elwiki|enwiki|cawiki|itwiki|viwiki","Europe","grA",21.8500003814697,NA,32.8166656494141,NA,0,"D:_historian_P:_storico_Italian",-366
"Q1133857",NA,NA,NA,"century","century",201,300,201,400,"Male","Discovery/Science","Cornelius_Labeo","Southern Europe",251,305.79214,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",32971437,"Academia",0.60000002,0.2,"Culture-core","theologian","Missing","Missing",4083,3,7493,5,8,21.226408,338676.5,"Roman_Empire","'Ancient_Rome'","Roman_Empire","","D:_'Ancient_Rome'_can't_verifyB1","Roman_Empire","Missing","enwiki|dewiki|frwiki|hewiki|cawiki","Europe","grA",NA,NA,NA,NA,0,"D:_writer_philosopher_P:_theologian_antiquarian_teaching_English_théologien_French_gelehrte_religiös_German",278.39607
"Q11362",1080,1138,NA,"","circa",1080,1080,1138,1138,"Male","Discovery/Science","Avempace","Southern Europe",1080,1138,"2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",536739,"Academia",0.84848487,NA,"Missing","philosopher","2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",250350,3,38096,40,24,29.910971,13861,"Old_regimes_in_/_of_Spain","'Al-Andalus'","Spain","","D:_'Al-Andalus'_matchB1_P:_'Spain'","Old_(before_year_1479_AD)_Spain","Missing","enwiki|frwiki|eswiki|ruwiki|itwiki|jawiki|ptwiki|zhwiki|svwiki|fawiki|hewiki|trwiki|huwiki|fiwiki|arwiki|nowiki|cawiki|cswiki|rowiki|idwiki|bgwiki|anwiki|azbwiki|bnwiki|ckbwiki|euwiki|kuwiki|lvwiki|mswiki|ocwiki|pnbwiki|pswiki|sdwiki|shwiki|skwiki|slwiki|urwiki|srwiki|dewiki|sqwiki","Europe","grA",-0.883030533790588,-5.003333568573,41.6482887268066,34.0433349609375,1,"D:_philosopher_mathematician_astronomer_writer_physician_botanist_beekeeper_P:_polymath_astronomy_physics_English_philosophe_médecin_astronome_French_astronomo_filosofo_musicista_Italian_philosoph_gelehrte_astronom_German_filósof_medicina_físic_Spanish_filósof_medic_física_Portuguese_filosof_Swedish",1109
"Q1139629",100,NA,NA,"","century",100,100,101,300,"Male","Discovery/Science","Crepereius_Calpurnianus","Southern Europe",100,166.52431,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",5438576,"Academia",0.71428573,NA,"Missing","historian","1.Ancient History Before 500AD","Missing",848,3,2553,3,3,17.365591,875352,"Roman_Empire","'Ancient_Rome'","Roman_Empire","","D:_'Ancient_Rome'_can't_verifyB1","Roman_Empire","Missing","cawiki|dewiki|eswiki","Europe","grB",NA,NA,NA,NA,0,"D:_historian_P:_historiker_forschung_German_historiador_guerra_emperador_Spanish",133.262155
"Q11424805",682,765,NA,"","",682,682,765,765,"Male","Discovery/Science","Sakanoue_no_Inukai","",682,765,"2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",4398191,"Academia",0.5,0.5,"Corporate/Executive/Business (large)","diretor","2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",10752,3,1738,3,0,18.130579,1253607,"","","","","","Missing","Missing","jawiki|ptwiki|zhwiki","","grB",NA,NA,NA,NA,0,"D:_P:_diretor_construção_Portuguese",723.5
"Q1148058",NA,640,NA,"","",NA,NA,640,640,"Male","Discovery/Science","Al-Bara'_ibn_Malik","",571,640,"2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",4091117,"Academia",0.5,0.33333334,"Religious","scientist","Missing","2.Post-Classical History 501-1500AD",164974,2,5415,9,3,24.011877,273127,"","","","","","Missing","Missing","idwiki|fawiki|frwiki|enwiki|arwiki|kkwiki|ckbwiki|urwiki|sqwiki","","grA",39.6100006103516,48.848331451416,24.4699993133545,32.0497207641602,0,"D:_scientist_P:_sahaba_brother_English_prophète_physique_French",605.5
"Q11482162",1030,1087,NA,"circa","",1030,1030,1087,1087,"Male","Discovery/Science","Al-Haddad","",1030,1087,"2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",2755350,"Academia",0.5714286,0.42857143,"Culture-core","mathematician","2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",7945,3,2086,4,1,18.92687,827287,"","","","","","Missing","Missing","cawiki|eswiki|pmswiki|arwiki","","grB",-3.13712453842163,NA,37.2995529174805,NA,0,"D:_mathematician_music_P:_filósof_matemátic_músico_Spanish",1058.5
"Q1150145",NA,-100,NA,"century","",-200,-101,-100,-100,"Male","Discovery/Science","Polemon_of_Athens","Southern Europe",-168.14249,-100,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",2935255,"Academia",0.56521738,0.34782609,"Culture-core","geographer","Missing","1.Ancient History Before 500AD",17987,3,11641,14,5,23.659811,207181,"Old_regimes_in_/_of_Greece","'Classical_Athens'","Greece","United_Kingdom","D:_'Classical_Athens'_mismatchB2_P:_'Greece'_'England'","Old_(before_year_1830_AD)_Greece","United_Kingdom","dewiki|cawiki|elwiki|enwiki|eswiki|fiwiki|itwiki|ruwiki|ukwiki|zhwiki|nlwiki|svwiki|frwiki|hewiki","Europe","grA",23.7000007629394,NA,38.0333290100098,NA,0,"D:_geographer_philosopher_writer_historian_P:_philosopher_geographer_writer_English_philosophe_géographe_règne_French_storico_Italian_autor_kunst_müller_German_geógraf_filósof_escritor_Spanish_ författare_författare_Swedish",-134.071245
"Q1157378",1116,1169,NA,"","",1116,1116,1169,1169,"Male","Discovery/Science","Dagpo_Gompa_Tshülthrim_Nyingpo","",1116,1169,"2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",6586835,"Academia",1,NA,"Missing","arzt","2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",497,3,1409,2,0,14.566564,2202235,"","","","","","Missing","Missing","dewiki|bnwiki","","grB",NA,NA,NA,NA,0,"D:_P:_arzt_German",1142.5
"Q1158563",NA,NA,NA,"century","century",1,100,101,200,"Male","Discovery/Science","Damis","",50.999996,111.54335,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",1629662,"Academia",0.45454547,0.27272728,"Culture-core","philosopher","Missing","Missing",15173,3,6450,6,0,20.345436,838401,"","","","","","Missing","Missing","enwiki|dewiki|fawiki|cawiki|ptwiki|itwiki","","grA",NA,NA,NA,NA,0,"D:_writer_P:_philosopher_teacher_English_scriba_polo_Italian_philosoph_literarisch_aufzeichnung_German_filósof_professor_Portuguese",81.271673
"Q1165497",NA,NA,NA,"century","century",201,400,301,500,"Male","Discovery/Science","Marcian_of_Heraclea","Southern Europe",301,367.26831,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",17271645,"Academia",0.75,NA,"Missing","geographer","Missing","Missing",14316,3,11016,11,10,23.759409,150677.5,"","","Greece","","P:_'Greece'_can't_verifyB1","Greece","Missing","enwiki|itwiki|ptwiki|elwiki|cawiki|rowiki|eswiki|huwiki|etwiki|frwiki|dewiki","Europe","grA",31.4147224426269,NA,41.2847213745117,NA,0,"D:_geographer_P:_geographer_English_géographe_navigateur_jésus_French_geografo_Italian_geograph_German_ menor_geógraf_geograf_Spanish_geógraf_Portuguese",334.134155
"Q1175916",NA,NA,NA,"century","century",-100,-1,1,100,"Male","Discovery/Science","Menemachus","Southern Europe",-50,18.142479,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",21164844,"Academia",0.80000001,0.2,"Nobility","physician","Missing","Missing",852,3,2409,4,0,16.14909,1585724,"","","Greece","","P:_'Greece'_can't_verifyB1","Greece","Missing","cawiki|enwiki|huwiki|dewiki","Europe","grA",NA,NA,NA,NA,0,"D:_physician_P:_physician_English_arzt_kaisers_German",-15.9287605
"Q117841",-25,37,NA,"","",-25,-25,37,37,"Male","Discovery/Science","Marcus_Gavius_Apicius","",-25,37,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",6801804,"Academia",0.2631579,0.21052632,"Worker/Business (small)","grammarian","1.Ancient History Before 500AD","1.Ancient History Before 500AD",223032,3,17782,26,22,28.532417,23406,"","","","","","Missing","Missing","dewiki|afwiki|bgwiki|cawiki|enwiki|eswiki|frwiki|glwiki|hewiki|huwiki|hywiki|itwiki|kowiki|lawiki|nlwiki|plwiki|ptwiki|ruwiki|skwiki|svwiki|zhwiki|ukwiki|jawiki|arwiki|rowiki|euwiki","","grA",NA,NA,NA,NA,0,"D:_chef_P:_ lover_grammarian_lover_English_règne_empereur_jésus_French_astronomo_cuoco_Italian_autor_koch_German_astrónomo_escritor_reina_Spanish_astrônom_escritor_astronom_Portuguese_älskare_Swedish",6
"Q1178430",NA,NA,NA,"century","",101,200,NA,NA,"Male","Discovery/Science","Aelius_Moeris","Southern Europe",150.62534,215,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",1682951,"Academia",1,NA,"Missing","grammarian","Missing","Missing",2044,3,2720,5,4,18.93457,633251,"","","Greece","","P:_'Greece'_can't_verifyB1","Greece","Missing","enwiki|huwiki|shwiki|cawiki|eswiki","Europe","grA",NA,NA,NA,NA,0,"D:_grammarian_P:_grammarian_English_filolog_filología_Spanish",182.81267
"Q11792122",NA,NA,NA,"century","century",1,200,101,300,"Male","Discovery/Science","Nicostrate_d'Athènes","Western Europe",101,178.59894,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",9681366,"Academia",1,NA,"Missing","philosopher","Missing","Missing",995,3,3955,3,0,16.576038,1462126.5,"","","France","Greece","P:_'France'_'Greece'_can't_verifyB1B2","France","Greece","plwiki|frwiki|dewiki","Europe","grB",NA,NA,NA,NA,0,"D:_philosopher_P:_philosophe_French_philosoph_German",139.79947
"Q1182894",NA,1018,NA,"century","",901,1000,1018,1018,"Male","Discovery/Science","Dego_(Abt)","Western Europe",954.97528,1018,"2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",7363583,"Academia",0.66666669,0.33333334,"Religious","dean","Missing","2.Post-Classical History 501-1500AD",346,3,1012,2,0,13.877217,2389177,"Germany","'Germany'","Germany","","D:_'Germany'_matchB1_P:_'Germany'","Old_(before_year_1990_AD)_Germany","Missing","dewiki|barwiki","Europe","grB",NA,NA,NA,NA,0,"D:_dean_P:_mönch_German",986.48764
"Q1185502",NA,NA,NA,"century","century",-300,-101,-200,-1,"Male","Discovery/Science","Demetrius_Lacon","Southern Europe",-200,-131.85751,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",9635175,"Academia",1,NA,"Missing","philosopher","Missing","Missing",9926,3,8754,8,6,22.42383,253352,"","","Greece","","P:_'Greece'_can't_verifyB1","Greece","Missing","fiwiki|frwiki|enwiki|itwiki|lawiki|cawiki|dewiki|svwiki","Europe","grA",27.2755565643311,NA,37.5311126708984,NA,0,"D:_philosopher_P:_philosopher_teacher_English_philosophe_French_filosofo_Italian_philosoph_German_filosof_filosofi_Swedish",-165.928755
"Q1185510",-300,NA,NA,"century","century",-300,-300,-300,-101,"Male","Discovery/Science","Demetrios_von_Kallatis","Southern Europe",-300,-231.85751,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",5768744,"Academia",0.66666669,0.33333334,"Worker/Business (small)","historian","1.Ancient History Before 500AD","Missing",1003,3,1341,2,3,16.601553,1193070.5,"","","Greece","","P:_'Greece'_can't_verifyB1","Old_(before_year_1830_AD)_Greece","Missing","cawiki|dewiki","Europe","grB",28.5827770233154,NA,43.8172225952148,NA,0,"D:_historian_P:_schreiber_German",-265.928755
"Q1186397",NA,NA,NA,"century","century",101,300,201,300,"Male","Discovery/Science","Demokritos_(Platoniker)","Southern Europe",201,258.42038,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",5292796,"Academia",1,NA,"Missing","philosopher","Missing","Missing",2523,3,2036,2,0,16.552633,1561401,"","","Greece","","P:_'Greece'_can't_verifyB1","Greece","Missing","cawiki|dewiki","Europe","grB",NA,NA,NA,NA,0,"D:_philosopher_P:_philosoph_German",229.71019
"Q1186462",NA,NA,NA,"century","century",-400,-301,-300,-201,"Male","Discovery/Science","Demon_von_Athen","Southern Europe",-350,-281.85751,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",3573008,"Academia",0.66666669,0.33333334,"Worker/Business (small)","historian","Missing","Missing",889,3,1180,3,5,17.046757,1044446,"Old_regimes_in_/_of_Greece","'Classical_Athens'","Greece","","D:_'Classical_Athens'_can't_verifyB1","Greece","Missing","dewiki|cawiki|elwiki","Europe","grB",NA,NA,NA,NA,0,"D:_historian_P:_schreiber_German",-315.928755
"Q1186562",-440,-391,NA,"circa","circa",-440,-440,-391,-391,"Male","Discovery/Science","Demos_(Platon)","",-440,-391,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",3231390,"Academia",0.5,0.5,"Family","philosoph","1.Ancient History Before 500AD","1.Ancient History Before 500AD",1398,3,1915,1,0,15.496798,2245238.5,"","","","","","Missing","Missing","dewiki","","grB",NA,NA,NA,NA,0,"D:_P:_bruder_philosoph_German",-415.5
"Q11903",350,415,NA,"","",350,350,415,415,"Female","Discovery/Science","Hypatia","Southern Europe",350,415,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",38375,"Academia",0.77419353,NA,"Missing","mathematician","1.Ancient History Before 500AD","1.Ancient History Before 500AD",4933422,3,96987,78,27,34.595539,2468,"Roman_Empire,Old_regimes_in_/_of_Turkey","'Ancient_Rome'_'Byzantine_Empire'","Roman_Empire","Turkey","D:_'Ancient_Rome'_'Byzantine_Empire'_mismatchB1B2_P:_'Greece'_'Egypt'","Roman_Empire","Old_(before_year_1923_AD)_Turkey","dewiki|eswiki|ruwiki|itwiki|jawiki|nlwiki|plwiki|ptwiki|zhwiki|svwiki|fawiki|hewiki|trwiki|huwiki|fiwiki|arwiki|viwiki|nowiki|ukwiki|kowiki|cawiki|cswiki|srwiki|rowiki|idwiki|dawiki|bgwiki|arzwiki|bewiki|be_x_oldwiki|bnwiki|elwiki|eowiki|etwiki|euwiki|fywiki|glwiki|hrwiki|hywiki|iswiki|kawiki|kuwiki|lawiki|ltwiki|lvwiki|mgwiki|mkwiki|mlwiki|nnwiki|pmswiki|pnbwiki|scnwiki|shwiki|skwiki|slwiki|szlwiki|tawiki|thwiki|urwiki|warwiki|zh_min_nanwiki|scowiki|cvwiki|azwiki|gawiki|hiwiki|brwiki|kkwiki|mwlwiki|siwiki|simplewiki|newwiki|enwiki|ckbwiki|kywiki|frwiki|uzwiki|astwiki","Europe","grA",29.8924999237061,29.8924999237061,31.1975002288818,31.1975002288818,1,"D:_mathematician_philosopher_astronomer_writer_inventor_P:_hellenist_philosopher_astronomer_English_philosophe_astronome_mathématicien_French_matematica_filosofa_rappresentante_Italian_mathematiker_astronom_philosoph_German_filosof_filosofía_filósof_Spanish_filósof_matemática_filosofia_Portuguese_politisk_filosofi_dotter_Swedish",382.5
"Q11905565",NA,NA,NA,"century","",-400,-301,NA,NA,"Male","Discovery/Science","Androcide","Southern Europe",-350.14249,-282,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",5101801,"Academia",1,NA,"Missing","physician","Missing","Missing",404,3,1533,2,0,14.445514,2183277.5,"","","Greece","","P:_'Greece'_can't_verifyB1","Greece","Missing","cawiki|itwiki","Europe","grB",NA,NA,NA,NA,0,"D:_physician_P:_medico_Italian",-316.071245
"Q11916243",NA,NA,NA,"century","",-400,-301,NA,NA,"Male","Discovery/Science","Ctésiclès","Southern Europe",-350.14249,-282,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",11809186,"Academia",1,NA,"Missing","historian","Missing","Missing",329,3,3851,3,0,15.450785,1681916,"","","Greece","","P:_'Greece'_can't_verifyB1","Greece","Missing","cawiki|itwiki|frwiki","Europe","grB",NA,NA,NA,NA,0,"D:_historian_P:_historien_French_storico_Italian",-316.071245
"Q11917927",-300,NA,NA,"century","century",-300,-300,-300,-201,"Male","Discovery/Science","Deinias_of_Argos","Southern Europe",-300,-231.85751,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",45638068,"Academia",0.5,0.25,"Culture-core","philosopher","1.Ancient History Before 500AD","Missing",1479,3,2231,3,3,17.785065,818753,"","","Greece","","P:_'Greece'_can't_verifyB1","Old_(before_year_1830_AD)_Greece","Missing","cawiki|enwiki|dewiki","Europe","grA",NA,NA,NA,NA,0,"D:_writer_historian_P:_philosopher_historian_killed_English_schreiber_German",-265.928755
"Q11920485",NA,NA,NA,"century","",-200,-101,NA,NA,"Male","Discovery/Science","Scilace_di_Alicarnasso","Southern Europe",-150.14249,-82,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",5589046,"Academia",1,NA,"Missing","astronomer","Missing","Missing",181,3,1194,2,0,13.40487,2439036,"","","Greece","","P:_'Greece'_can't_verifyB1","Greece","Missing","cawiki|itwiki","Europe","grB",27.4241676330566,NA,37.0377769470215,NA,0,"D:_astronomer_P:_astronomo_Italian",-116.071245
"Q11923560",NA,NA,NA,"century","century",1,100,101,200,"Male","Discovery/Science","Gaius_Fannius_(Historiker)","",50.999996,111.54335,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",7678151,"Academia",1,NA,"Missing","historian","Missing","Missing",350,3,1094,2,0,13.966419,2376602,"","","","","","Missing","Missing","cawiki|dewiki","","grB",NA,NA,NA,NA,0,"D:_historian_P:_historiker_German",81.271673
"Q11924110",NA,1242,NA,"","",NA,NA,1242,1242,"Male","Discovery/Science","Gerland_de_Caltagirone","Southern Europe",1176,1242,"2.Post-Classical History 501-1500AD","2.Post-Classical History 501-1500AD",7138902,"Academia",1,NA,"Missing","philosopher","Missing","2.Post-Classical History 501-1500AD",494,2,2654,2,0,14.90573,1863162,"","","Italy","","P:_'Italy'_can't_verifyB1","Old_(before_year_1861_AD)_Italy","Missing","cawiki|frwiki","Europe","grB",10,14.5166664123535,51,37.2333335876465,0,"D:_philosopher_P:",1209
"Q11925073",NA,NA,NA,"century","",-200,-101,NA,NA,"Male","Discovery/Science","Gorgia_(retore)","Southern Europe",-150.14249,-82,"1.Ancient History Before 500AD","1.Ancient History Before 500AD",7536981,"Academia",1,NA,"Missing","retore","Missing","Missing",238,3,1571,2,0,13.947654,2240022.5,"","","Greece","","P:_'Greece'_can't_verifyB1","Greece","Missing","cawiki|itwiki","Europe","grB",NA,NA,NA,NA,0,"D:_P:_retore_Italian",-116.071245
